#-----------------------------------------------------------------------------#
~~~~~~                 3D EASYCAE @ VINIICUS CAMPOS, 2021               ~~~~~~~
~~~~~~    Mechanical studY Finite Element Method in PYthon - MYFEMPY    ~~~~~~~
~~~~~~ MODULO DE SIMULACAO ESTRUTURAL PELO METODO DOS ELEMENTOS FINITOS ~~~~~~~
~~~~~~                      ARQUIVO DE SAIDA DE DADOS                   ~~~~~~~
#-----------------------------------------------------------------------------#


Number of Nodes in Solution Mesh: 150 

Number of Elements in Solution Mesh: 150 

Coord. Nodes ListNode	   CoordX	   CoordY	   CoordZ	
 131.0	0.0	399.9999999999733	0.0
 132.0	0.0	379.9999999999746	0.0
 133.0	0.0	359.999999999976	0.0
 134.0	0.0	339.9999999999773	0.0
 135.0	0.0	319.9999999999786	0.0
 136.0	0.0	299.99999999998	0.0
 137.0	0.0	279.9999999999814	0.0
 138.0	0.0	259.9999999999827	0.0
 139.0	0.0	239.9999999999839	0.0
 140.0	0.0	219.9999999999853	0.0
 141.0	0.0	199.9999999999866	0.0
 142.0	0.0	179.9999999999881	0.0
 143.0	0.0	159.9999999999894	0.0
 144.0	0.0	139.9999999999906	0.0
 145.0	0.0	119.999999999992	0.0
 146.0	0.0	99.99999999999329	0.0
 147.0	0.0	79.99999999999477	0.0
 148.0	0.0	59.99999999999602	0.0
 149.0	0.0	39.99999999999739	0.0
 150.0	0.0	19.99999999999864	0.0

Elements ListElemNum   ElemType   MatType   GeoType	              NodeConec
 1	   1	      1	        1	  [1. 4. 0. 0. 0. 0. 0. 0.]
 2	   1	      1	        1	  [4. 5. 0. 0. 0. 0. 0. 0.]
 3	   1	      1	        1	  [5. 6. 0. 0. 0. 0. 0. 0.]
 4	   1	      1	        1	  [6. 7. 0. 0. 0. 0. 0. 0.]
 5	   1	      1	        1	  [7. 8. 0. 0. 0. 0. 0. 0.]
 6	   1	      1	        1	  [8. 9. 0. 0. 0. 0. 0. 0.]
 7	   1	      1	        1	  [ 9. 10.  0.  0.  0.  0.  0.  0.]
 8	   1	      1	        1	  [10. 11.  0.  0.  0.  0.  0.  0.]
 9	   1	      1	        1	  [11. 12.  0.  0.  0.  0.  0.  0.]
 10	   1	      1	        1	  [12. 13.  0.  0.  0.  0.  0.  0.]
 11	   1	      1	        1	  [13. 14.  0.  0.  0.  0.  0.  0.]
 12	   1	      1	        1	  [14. 15.  0.  0.  0.  0.  0.  0.]
 13	   1	      1	        1	  [15. 16.  0.  0.  0.  0.  0.  0.]
 14	   1	      1	        1	  [16. 17.  0.  0.  0.  0.  0.  0.]
 15	   1	      1	        1	  [17. 18.  0.  0.  0.  0.  0.  0.]
 16	   1	      1	        1	  [18. 19.  0.  0.  0.  0.  0.  0.]
 17	   1	      1	        1	  [19. 20.  0.  0.  0.  0.  0.  0.]
 18	   1	      1	        1	  [20. 21.  0.  0.  0.  0.  0.  0.]
 19	   1	      1	        1	  [21. 22.  0.  0.  0.  0.  0.  0.]
 20	   1	      1	        1	  [22. 23.  0.  0.  0.  0.  0.  0.]
 21	   1	      1	        1	  [23. 24.  0.  0.  0.  0.  0.  0.]
 22	   1	      1	        1	  [24. 25.  0.  0.  0.  0.  0.  0.]
 23	   1	      1	        1	  [25. 26.  0.  0.  0.  0.  0.  0.]
 24	   1	      1	        1	  [26. 27.  0.  0.  0.  0.  0.  0.]
 25	   1	      1	        1	  [27. 28.  0.  0.  0.  0.  0.  0.]
 26	   1	      1	        1	  [28. 29.  0.  0.  0.  0.  0.  0.]
 27	   1	      1	        1	  [29. 30.  0.  0.  0.  0.  0.  0.]
 28	   1	      1	        1	  [30. 31.  0.  0.  0.  0.  0.  0.]
 29	   1	      1	        1	  [31. 32.  0.  0.  0.  0.  0.  0.]
 30	   1	      1	        1	  [32. 33.  0.  0.  0.  0.  0.  0.]
 31	   1	      1	        1	  [33. 34.  0.  0.  0.  0.  0.  0.]
 32	   1	      1	        1	  [34. 35.  0.  0.  0.  0.  0.  0.]
 33	   1	      1	        1	  [35. 36.  0.  0.  0.  0.  0.  0.]
 34	   1	      1	        1	  [36. 37.  0.  0.  0.  0.  0.  0.]
 35	   1	      1	        1	  [37. 38.  0.  0.  0.  0.  0.  0.]
 36	   1	      1	        1	  [38. 39.  0.  0.  0.  0.  0.  0.]
 37	   1	      1	        1	  [39. 40.  0.  0.  0.  0.  0.  0.]
 38	   1	      1	        1	  [40. 41.  0.  0.  0.  0.  0.  0.]
 39	   1	      1	        1	  [41. 42.  0.  0.  0.  0.  0.  0.]
 40	   1	      1	        1	  [42. 43.  0.  0.  0.  0.  0.  0.]
 41	   1	      1	        1	  [43. 44.  0.  0.  0.  0.  0.  0.]
 42	   1	      1	        1	  [44. 45.  0.  0.  0.  0.  0.  0.]
 43	   1	      1	        1	  [45. 46.  0.  0.  0.  0.  0.  0.]
 44	   1	      1	        1	  [46. 47.  0.  0.  0.  0.  0.  0.]
 45	   1	      1	        1	  [47. 48.  0.  0.  0.  0.  0.  0.]
 46	   1	      1	        1	  [48. 49.  0.  0.  0.  0.  0.  0.]
 47	   1	      1	        1	  [49. 50.  0.  0.  0.  0.  0.  0.]
 48	   1	      1	        1	  [50. 51.  0.  0.  0.  0.  0.  0.]
 49	   1	      1	        1	  [51. 52.  0.  0.  0.  0.  0.  0.]
 50	   1	      1	        1	  [52.  2.  0.  0.  0.  0.  0.  0.]
 51	   1	      2	        2	  [ 2. 53.  0.  0.  0.  0.  0.  0.]
 52	   1	      2	        2	  [53. 54.  0.  0.  0.  0.  0.  0.]
 53	   1	      2	        2	  [54. 55.  0.  0.  0.  0.  0.  0.]
 54	   1	      2	        2	  [55. 56.  0.  0.  0.  0.  0.  0.]
 55	   1	      2	        2	  [56. 57.  0.  0.  0.  0.  0.  0.]
 56	   1	      2	        2	  [57. 58.  0.  0.  0.  0.  0.  0.]
 57	   1	      2	        2	  [58. 59.  0.  0.  0.  0.  0.  0.]
 58	   1	      2	        2	  [59. 60.  0.  0.  0.  0.  0.  0.]
 59	   1	      2	        2	  [60. 61.  0.  0.  0.  0.  0.  0.]
 60	   1	      2	        2	  [61. 62.  0.  0.  0.  0.  0.  0.]
 61	   1	      2	        2	  [62. 63.  0.  0.  0.  0.  0.  0.]
 62	   1	      2	        2	  [63. 64.  0.  0.  0.  0.  0.  0.]
 63	   1	      2	        2	  [64. 65.  0.  0.  0.  0.  0.  0.]
 64	   1	      2	        2	  [65. 66.  0.  0.  0.  0.  0.  0.]
 65	   1	      2	        2	  [66. 67.  0.  0.  0.  0.  0.  0.]
 66	   1	      2	        2	  [67. 68.  0.  0.  0.  0.  0.  0.]
 67	   1	      2	        2	  [68. 69.  0.  0.  0.  0.  0.  0.]
 68	   1	      2	        2	  [69. 70.  0.  0.  0.  0.  0.  0.]
 69	   1	      2	        2	  [70. 71.  0.  0.  0.  0.  0.  0.]
 70	   1	      2	        2	  [71. 72.  0.  0.  0.  0.  0.  0.]
 71	   1	      2	        2	  [72. 73.  0.  0.  0.  0.  0.  0.]
 72	   1	      2	        2	  [73. 74.  0.  0.  0.  0.  0.  0.]
 73	   1	      2	        2	  [74. 75.  0.  0.  0.  0.  0.  0.]
 74	   1	      2	        2	  [75. 76.  0.  0.  0.  0.  0.  0.]
 75	   1	      2	        2	  [76. 77.  0.  0.  0.  0.  0.  0.]
 76	   1	      2	        2	  [77. 78.  0.  0.  0.  0.  0.  0.]
 77	   1	      2	        2	  [78. 79.  0.  0.  0.  0.  0.  0.]
 78	   1	      2	        2	  [79. 80.  0.  0.  0.  0.  0.  0.]
 79	   1	      2	        2	  [80. 81.  0.  0.  0.  0.  0.  0.]
 80	   1	      2	        2	  [81. 82.  0.  0.  0.  0.  0.  0.]
 81	   1	      2	        2	  [82. 83.  0.  0.  0.  0.  0.  0.]
 82	   1	      2	        2	  [83. 84.  0.  0.  0.  0.  0.  0.]
 83	   1	      2	        2	  [84. 85.  0.  0.  0.  0.  0.  0.]
 84	   1	      2	        2	  [85. 86.  0.  0.  0.  0.  0.  0.]
 85	   1	      2	        2	  [86. 87.  0.  0.  0.  0.  0.  0.]
 86	   1	      2	        2	  [87. 88.  0.  0.  0.  0.  0.  0.]
 87	   1	      2	        2	  [88. 89.  0.  0.  0.  0.  0.  0.]
 88	   1	      2	        2	  [89. 90.  0.  0.  0.  0.  0.  0.]
 89	   1	      2	        2	  [90. 91.  0.  0.  0.  0.  0.  0.]
 90	   1	      2	        2	  [91. 92.  0.  0.  0.  0.  0.  0.]
 91	   1	      2	        2	  [92. 93.  0.  0.  0.  0.  0.  0.]
 92	   1	      2	        2	  [93. 94.  0.  0.  0.  0.  0.  0.]
 93	   1	      2	        2	  [94. 95.  0.  0.  0.  0.  0.  0.]
 94	   1	      2	        2	  [95. 96.  0.  0.  0.  0.  0.  0.]
 95	   1	      2	        2	  [96. 97.  0.  0.  0.  0.  0.  0.]
 96	   1	      2	        2	  [97. 98.  0.  0.  0.  0.  0.  0.]
 97	   1	      2	        2	  [98. 99.  0.  0.  0.  0.  0.  0.]
 98	   1	      2	        2	  [ 99. 100.   0.   0.   0.   0.   0.   0.]
 99	   1	      2	        2	  [100. 101.   0.   0.   0.   0.   0.   0.]
 100	   1	      2	        2	  [101.   3.   0.   0.   0.   0.   0.   0.]
 101	   1	      3	        3	  [  3. 102.   0.   0.   0.   0.   0.   0.]
 102	   1	      3	        3	  [102. 103.   0.   0.   0.   0.   0.   0.]
 103	   1	      3	        3	  [103. 104.   0.   0.   0.   0.   0.   0.]
 104	   1	      3	        3	  [104. 105.   0.   0.   0.   0.   0.   0.]
 105	   1	      3	        3	  [105. 106.   0.   0.   0.   0.   0.   0.]
 106	   1	      3	        3	  [106. 107.   0.   0.   0.   0.   0.   0.]
 107	   1	      3	        3	  [107. 108.   0.   0.   0.   0.   0.   0.]
 108	   1	      3	        3	  [108. 109.   0.   0.   0.   0.   0.   0.]
 109	   1	      3	        3	  [109. 110.   0.   0.   0.   0.   0.   0.]
 110	   1	      3	        3	  [110. 111.   0.   0.   0.   0.   0.   0.]
 111	   1	      3	        3	  [111. 112.   0.   0.   0.   0.   0.   0.]
 112	   1	      3	        3	  [112. 113.   0.   0.   0.   0.   0.   0.]
 113	   1	      3	        3	  [113. 114.   0.   0.   0.   0.   0.   0.]
 114	   1	      3	        3	  [114. 115.   0.   0.   0.   0.   0.   0.]
 115	   1	      3	        3	  [115. 116.   0.   0.   0.   0.   0.   0.]
 116	   1	      3	        3	  [116. 117.   0.   0.   0.   0.   0.   0.]
 117	   1	      3	        3	  [117. 118.   0.   0.   0.   0.   0.   0.]
 118	   1	      3	        3	  [118. 119.   0.   0.   0.   0.   0.   0.]
 119	   1	      3	        3	  [119. 120.   0.   0.   0.   0.   0.   0.]
 120	   1	      3	        3	  [120. 121.   0.   0.   0.   0.   0.   0.]
 121	   1	      3	        3	  [121. 122.   0.   0.   0.   0.   0.   0.]
 122	   1	      3	        3	  [122. 123.   0.   0.   0.   0.   0.   0.]
 123	   1	      3	        3	  [123. 124.   0.   0.   0.   0.   0.   0.]
 124	   1	      3	        3	  [124. 125.   0.   0.   0.   0.   0.   0.]
 125	   1	      3	        3	  [125. 126.   0.   0.   0.   0.   0.   0.]
 126	   1	      3	        3	  [126. 127.   0.   0.   0.   0.   0.   0.]
 127	   1	      3	        3	  [127. 128.   0.   0.   0.   0.   0.   0.]
 128	   1	      3	        3	  [128. 129.   0.   0.   0.   0.   0.   0.]
 129	   1	      3	        3	  [129. 130.   0.   0.   0.   0.   0.   0.]
 130	   1	      3	        3	  [130. 131.   0.   0.   0.   0.   0.   0.]
 131	   1	      3	        3	  [131. 132.   0.   0.   0.   0.   0.   0.]
 132	   1	      3	        3	  [132. 133.   0.   0.   0.   0.   0.   0.]
 133	   1	      3	        3	  [133. 134.   0.   0.   0.   0.   0.   0.]
 134	   1	      3	        3	  [134. 135.   0.   0.   0.   0.   0.   0.]
 135	   1	      3	        3	  [135. 136.   0.   0.   0.   0.   0.   0.]
 136	   1	      3	        3	  [136. 137.   0.   0.   0.   0.   0.   0.]
 137	   1	      3	        3	  [137. 138.   0.   0.   0.   0.   0.   0.]
 138	   1	      3	        3	  [138. 139.   0.   0.   0.   0.   0.   0.]
 139	   1	      3	        3	  [139. 140.   0.   0.   0.   0.   0.   0.]
 140	   1	      3	        3	  [140. 141.   0.   0.   0.   0.   0.   0.]
 141	   1	      3	        3	  [141. 142.   0.   0.   0.   0.   0.   0.]
 142	   1	      3	        3	  [142. 143.   0.   0.   0.   0.   0.   0.]
 143	   1	      3	        3	  [143. 144.   0.   0.   0.   0.   0.   0.]
 144	   1	      3	        3	  [144. 145.   0.   0.   0.   0.   0.   0.]
 145	   1	      3	        3	  [145. 146.   0.   0.   0.   0.   0.   0.]
 146	   1	      3	        3	  [146. 147.   0.   0.   0.   0.   0.   0.]
 147	   1	      3	        3	  [147. 148.   0.   0.   0.   0.   0.   0.]
 148	   1	      3	        3	  [148. 149.   0.   0.   0.   0.   0.   0.]
 149	   1	      3	        3	  [149. 150.   0.   0.   0.   0.   0.   0.]
 150	   1	      3	        3	  [150.   1.   0.   0.   0.   0.   0.   0.]

Material List
Exx	 vxx	 Gxx	 Eyy	 vyy	 Gyy	 rho	
 200000.0	0.33	40000.0	0.0	0.0	0.0	7850.0
 200000.0	0.33	40000.0	0.0	0.0	0.0	7850.0
 200000.0	0.33	40000.0	0.0	0.0	0.0	7850.0

Geometry List
Axx	 Iyy	 Izz	 Jxx	 tck
 7853.981633974483	4908738.521234051	4908738.521234051	9817477.042468103	999.0
 7853.981633974483	4908738.521234051	4908738.521234051	9817477.042468103	999.0
 7853.981633974483	4908738.521234051	4908738.521234051	9817477.042468103	999.0

Result List
Node	 Ux	 Uy	 Uz	 Umag
 1.0	0.0	0.0	0.0	0.0
 2.0	968.5404377285618	-151.66492530092842	0.0	0.003097867242142355
 3.0	0.0	968.6378932754786	0.0	0.0006272421344904268
 4.0	19.370808754561462	-0.10967975741734085	0.0	1.2773586379884747e-05
 5.0	38.74161750912111	-0.43471790417574613	0.0	2.6627100101258267e-05
 6.0	58.11242626367285	-0.9691127520345884	0.0	4.243637183393031e-05
 7.0	77.4832350182442	-1.7068626127544384	0.0	6.081935860233874e-05
 8.0	96.85404377282258	-2.6419657980948386	0.0	8.216331020936632e-05
 9.0	116.22485252739995	-3.7684206198150827	0.0	0.00010668220546560234
 10.0	135.59566128194345	-5.080225389672355	0.0	0.0001344721377129736
 11.0	154.96647003646675	-6.5713784194263924	0.0	0.00016555293802771233
 12.0	174.33727879099004	-8.23587802083794	0.0	0.00019989607126036994
 13.0	193.70808754551342	-10.067722505666424	0.0	0.00023744237093108916
 14.0	213.0788963000367	-12.060910185671228	0.0	0.00027811309277266815
 15.0	232.44970505455996	-14.209439372611792	0.0	0.0003218167932488747
 16.0	251.8205138091	-16.507308378249594	0.0	0.0003684536466022548
 17.0	271.1913225636785	-18.948515514347214	0.0	0.0004179181921710614
 18.0	290.5621313182569	-21.527059092659616	0.0	0.00047010111185855156
 19.0	309.9329400728353	-24.23693742494633	0.0	0.0005248904004881642
 20.0	329.3037488274137	-27.07214882296682	0.0	0.0005821721501526347
 21.0	348.67455758199196	-30.026691598480607	0.0	0.0006418310850393887
 22.0	368.04536633657034	-33.094564063247354	0.0	0.0007037509322356039
 23.0	387.41617509114883	-36.26976452902668	0.0	0.000767814682933454
 24.0	406.7869838457272	-39.54629130757813	0.0	0.0008339047792331151
 25.0	426.1577926003056	-42.91814271066141	0.0	0.0009019032496717996
 26.0	445.5286013548839	-46.37931705003614	0.0	0.0009716918089118671
 27.0	464.8994101094623	-49.923812637462	0.0	0.0010431519320396071
 28.0	484.27021886405146	-53.54562778470071	0.0	0.001116164910653459
 29.0	503.6410276186835	-57.238760803518346	0.0	0.0011906118957392242
 30.0	523.0118363732618	-60.99721000565617	0.0	0.0012663739308556997
 31.0	542.3826451278401	-64.81497370288398	0.0	0.001343331978148595
 32.0	561.7534538824183	-68.68605020696138	0.0	0.0014213669390060687
 33.0	581.1242626369965	-72.60443782964812	0.0	0.0015003596706857796
 34.0	600.4950713915748	-76.564134882704	0.0	0.001580190999892264
 35.0	619.865880146153	-80.55913967788851	0.0	0.001660741734036376
 36.0	639.2366889007312	-84.58345052696113	0.0	0.0017418926707288003
 37.0	658.6074976553095	-88.63106574168151	0.0	0.0018235246059287377
 38.0	677.9783064098879	-92.69598363380902	0.0	0.0019055183410727268
 39.0	697.349115164466	-96.77220251510315	0.0	0.001987754689437523
 40.0	716.7199239190443	-100.8537206973234	0.0	0.0020701144819380802
 41.0	736.0907326736226	-104.93453649222904	0.0	0.0021524785725222885
 42.0	755.4615414282009	-109.0086482115794	0.0	0.0022347278432947367
 43.0	774.8323501827791	-113.07005416713372	0.0	0.002316743209479822
 44.0	794.2031589373573	-117.11275267065129	0.0	0.0023984056243183736
 45.0	813.5739676919356	-121.13074203389179	0.0	0.0024795960839802144
 46.0	832.944776446514	-125.11802056861426	0.0	0.0025601956325667415
 47.0	852.3155852010921	-129.06858658657765	0.0	0.002640085367272238
 48.0	871.6863939556704	-132.9764383995412	0.0	0.0027191464437693246
 49.0	891.0572027102486	-136.83557431926397	0.0	0.0027972600818827534
 50.0	910.4280114648269	-140.63999265750516	0.0	0.0028743075716162474
 51.0	929.7988202194051	-144.3836917260236	0.0	0.002950170279599084
 52.0	949.1696289739834	-148.06066983657828	0.0	0.0030247296560226757
 53.0	951.1625262555924	-127.2659716478106	0.0	0.0030012574896087657
 54.0	933.6750458950014	-102.97658688231584	0.0	0.002907597469055424
 55.0	916.0797607806315	-78.79500687060916	0.0	0.0028168231592713725
 56.0	898.3784350463098	-54.71946747883348	0.0	0.002728869875155038
 57.0	880.5728328258822	-30.748204573157565	0.0	0.0026436722810144744
 58.0	862.6647182531916	-6.879454019746717	0.0	0.0025611644106215575
 59.0	844.6558554620925	16.88854831521867	0.0	0.0024812796946355868
 60.0	826.5480085864181	40.55756656558739	0.0	0.0024039509959824595
 61.0	808.342941759998	64.12936486521104	0.0	0.0023291106537330986
 62.0	790.042419116672	87.60570734792934	0.0	0.0022566905359649816
 63.0	771.6482047902796	110.98835814758179	0.0	0.0021866221020155935
 64.0	753.1620629146606	134.27908139800815	0.0	0.0021188364744453717
 65.0	734.5857576236468	157.47964123305763	0.0	0.00205326452092057
 66.0	715.9210530510675	180.59180178658266	0.0	0.0019898369461055776
 67.0	697.1697133307807	203.6173271924001	0.0	0.0019284843935209468
 68.0	678.3335025966255	226.5579815843501	0.0	0.0018691375571803237
 69.0	659.4141849824423	249.4155290962724	0.0	0.0018117273026714757
 70.0	640.4135246220707	272.1917338620066	0.0	0.0017561847971947508
 71.0	621.3332856493507	294.88836001539244	0.0	0.0017024416479238839
 72.0	602.1752321981222	317.5071716902697	0.0	0.0016504300479120851
 73.0	582.941128402225	340.04993302047797	0.0	0.0016000829286362379
 74.0	563.6327383954986	362.51840813985723	0.0	0.0015513341181585963
 75.0	544.2518263117826	384.91436118224715	0.0	0.0015041185037931
 76.0	524.8001562849172	407.2395562814877	0.0	0.0014583721980964653
 77.0	505.27949244873133	429.4957575714312	0.0	0.0014140327069658088
 78.0	485.6915989370324	451.6847291859543	0.0	0.001371039098617628
 79.0	466.0382398837585	473.808235258786	0.0	0.0013293321722488902
 80.0	446.3211794226947	495.86803992382835	0.0	0.0012888546252384128
 81.0	426.5421816876812	517.8659073149212	0.0	0.0012495512178416397
 82.0	406.7030108125576	539.8036015659044	0.0	0.001211368934450856
 83.0	386.8054309311641	561.6828868106177	0.0	0.0011742571406458675
 84.0	366.8512061773402	583.5055271829008	0.0	0.0011381677354343576
 85.0	346.84210068492575	605.273286816593	0.0	0.0011030552982756858
 86.0	326.77987858776004	626.9879298455342	0.0	0.0010688772306903967
 87.0	306.6663040196828	648.6512204035636	0.0	0.0010355938924734786
 88.0	286.5031411145333	670.2649226245209	0.0	0.0010031687327455182
 89.0	266.29215400615135	691.8308006422457	0.0	0.0009715684162836671
 90.0	246.03510682837637	713.3506185905776	0.0	0.0009407629457643042
 91.0	225.73376371504833	734.8261406033557	0.0	0.0009107257807099477
 92.0	205.38988880000628	756.2591308144201	0.0	0.0008814339540506571
 93.0	185.00524621708982	777.6513533576099	0.0	0.0008528681872676701
 94.0	164.58160010013827	799.0045723667647	0.0	0.0008250130050628762
 95.0	144.12071458299144	820.3205519757238	0.0	0.0007978568503644835
 96.0	123.62435379948828	841.601056318327	0.0	0.0007713922002018478
 97.0	103.09428188346862	862.8478495284136	0.0	0.0007456156825165431
 98.0	82.53226296877179	884.0626957398232	0.0	0.0007205281932667429
 99.0	61.94006118923703	905.2473590863951	0.0	0.0006961350121599312
 100.0	41.319440678703856	926.4036037019689	0.0	0.0006724459139346599
 101.0	20.672165571011828	947.5331937203835	0.0	0.0006494752702152068
 102.0	-0.19631517671721394	949.2651354099704	0.0	0.0006147098310637787
